"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","GDP","TOT","MLN_USD","A","1984",6161.728,"E"
"LUX","GDP","TOT","MLN_USD","A","1985",6534.046,"E"
"LUX","GDP","TOT","MLN_USD","A","1986",7331.128,"E"
"LUX","GDP","TOT","MLN_USD","A","1987",7809.202,"E"
"LUX","GDP","TOT","MLN_USD","A","1988",8768.895,"E"
"LUX","GDP","TOT","MLN_USD","A","1989",10005.53,"E"
"LUX","GDP","TOT","MLN_USD","A","1990",10932.283,"E"
"LUX","GDP","TOT","MLN_USD","A","1991",12278.951,"E"
"LUX","GDP","TOT","MLN_USD","A","1992",12787.304,"E"
"LUX","GDP","TOT","MLN_USD","A","1993",13640.147,"E"
"LUX","GDP","TOT","MLN_USD","A","1994",14463.724,"E"
"LUX","GDP","TOT","MLN_USD","A","1995",15631.057,
"LUX","GDP","TOT","MLN_USD","A","1996",16413.115,
"LUX","GDP","TOT","MLN_USD","A","1997",17814.378,
"LUX","GDP","TOT","MLN_USD","A","1998",18799.632,
"LUX","GDP","TOT","MLN_USD","A","1999",21456.896,
"LUX","GDP","TOT","MLN_USD","A","2000",24058.131,
"LUX","GDP","TOT","MLN_USD","A","2001",24791.402,
"LUX","GDP","TOT","MLN_USD","A","2002",26135.007,
"LUX","GDP","TOT","MLN_USD","A","2003",27158.54,
"LUX","GDP","TOT","MLN_USD","A","2004",29610.784,
"LUX","GDP","TOT","MLN_USD","A","2005",31997.214,
"LUX","GDP","TOT","MLN_USD","A","2006",37231.031,
"LUX","GDP","TOT","MLN_USD","A","2007",40802.574,
"LUX","GDP","TOT","MLN_USD","A","2008",44452.835,
"LUX","GDP","TOT","MLN_USD","A","2009",43277.146,
"LUX","GDP","TOT","MLN_USD","A","2010",45844.139,
"LUX","GDP","TOT","MLN_USD","A","2011",48970.83,
"LUX","GDP","TOT","MLN_USD","A","2012",51308.749,
"LUX","GDP","TOT","MLN_USD","A","2013",54838.627,
"LUX","GDP","TOT","MLN_USD","A","2014",58578.312,
"LUX","GDP","TOT","MLN_USD","A","2015",61437.294,
"LUX","GDP","TOT","MLN_USD","A","2016",65980.114,
"LUX","GDP","TOT","MLN_USD","A","2017",68570.173,
"LUX","GDP","TOT","MLN_USD","A","2018",71279.244,
"LUX","GDP","TOT","MLN_USD","A","2019",74037.749,
"LUX","GDP","TOT","MLN_USD","A","2020",74926.868,
"MEX","GDP","TOT","MLN_USD","A","1970",94084.926,"E"
"MEX","GDP","TOT","MLN_USD","A","1971",102974.812,"E"
"MEX","GDP","TOT","MLN_USD","A","1972",116543.715,"E"
"MEX","GDP","TOT","MLN_USD","A","1973",133269.164,"E"
"MEX","GDP","TOT","MLN_USD","A","1974",154137.704,"E"
"MEX","GDP","TOT","MLN_USD","A","1975",177869.691,"E"
"MEX","GDP","TOT","MLN_USD","A","1976",195611.88,"E"
"MEX","GDP","TOT","MLN_USD","A","1977",214916.786,"E"
"MEX","GDP","TOT","MLN_USD","A","1978",249012.257,"E"
"MEX","GDP","TOT","MLN_USD","A","1979",294359.145,"E"
"MEX","GDP","TOT","MLN_USD","A","1980",347662.92,"E"
"MEX","GDP","TOT","MLN_USD","A","1981",414024.133,"E"
"MEX","GDP","TOT","MLN_USD","A","1982",436496.887,"E"
"MEX","GDP","TOT","MLN_USD","A","1983",434107.959,"E"
"MEX","GDP","TOT","MLN_USD","A","1984",465959.073,"E"
"MEX","GDP","TOT","MLN_USD","A","1985",494020.548,"E"
"MEX","GDP","TOT","MLN_USD","A","1986",485051.096,"E"
"MEX","GDP","TOT","MLN_USD","A","1987",506267.938,"E"
"MEX","GDP","TOT","MLN_USD","A","1988",530653.793,"E"
"MEX","GDP","TOT","MLN_USD","A","1989",574609.029,"E"
"MEX","GDP","TOT","MLN_USD","A","1990",626331.703,"E"
"MEX","GDP","TOT","MLN_USD","A","1991",674852.365,"E"
"MEX","GDP","TOT","MLN_USD","A","1992",715277.773,"E"
"MEX","GDP","TOT","MLN_USD","A","1993",758247.266,
"MEX","GDP","TOT","MLN_USD","A","1994",812704.341,
"MEX","GDP","TOT","MLN_USD","A","1995",777544.183,
"MEX","GDP","TOT","MLN_USD","A","1996",845410.685,
"MEX","GDP","TOT","MLN_USD","A","1997",918870.759,
"MEX","GDP","TOT","MLN_USD","A","1998",977196.837,
"MEX","GDP","TOT","MLN_USD","A","1999",1018601.794,
"MEX","GDP","TOT","MLN_USD","A","2000",1096780.846,
"MEX","GDP","TOT","MLN_USD","A","2001",1116305.245,
"MEX","GDP","TOT","MLN_USD","A","2002",1137595.967,
"MEX","GDP","TOT","MLN_USD","A","2003",1183622.677,
"MEX","GDP","TOT","MLN_USD","A","2004",1263142.485,
"MEX","GDP","TOT","MLN_USD","A","2005",1341775.456,
"MEX","GDP","TOT","MLN_USD","A","2006",1485209.624,
"MEX","GDP","TOT","MLN_USD","A","2007",1560053.895,
"MEX","GDP","TOT","MLN_USD","A","2008",1653898.19,
"MEX","GDP","TOT","MLN_USD","A","2009",1637276.794,
"MEX","GDP","TOT","MLN_USD","A","2010",1741129.429,
"MEX","GDP","TOT","MLN_USD","A","2011",1911319.096,
"MEX","GDP","TOT","MLN_USD","A","2012",2012767.781,
"MEX","GDP","TOT","MLN_USD","A","2013",2064490.947,
"MEX","GDP","TOT","MLN_USD","A","2014",2173227.412,
"MEX","GDP","TOT","MLN_USD","A","2015",2230188.94,
"MEX","GDP","TOT","MLN_USD","A","2016",2383253.082,
"MEX","GDP","TOT","MLN_USD","A","2017",2460766.096,
"MEX","GDP","TOT","MLN_USD","A","2018",2556475.19,
"MEX","GDP","TOT","MLN_USD","A","2019",2609747.143,"P"
"MEX","GDP","TOT","MLN_USD","A","2020",2452917.366,"P"
"NLD","GDP","TOT","MLN_USD","A","1970",57451.877,"E"
"NLD","GDP","TOT","MLN_USD","A","1971",62978.442,"E"
"NLD","GDP","TOT","MLN_USD","A","1972",67347.664,"E"
"NLD","GDP","TOT","MLN_USD","A","1973",75147.279,"E"
"NLD","GDP","TOT","MLN_USD","A","1974",85395.555,"E"
"NLD","GDP","TOT","MLN_USD","A","1975",93420.207,"E"
"NLD","GDP","TOT","MLN_USD","A","1976",103280.265,"E"
"NLD","GDP","TOT","MLN_USD","A","1977",111805.029,"E"
"NLD","GDP","TOT","MLN_USD","A","1978",122458.397,"E"
"NLD","GDP","TOT","MLN_USD","A","1979",135299.708,"E"
"NLD","GDP","TOT","MLN_USD","A","1980",152317.305,"E"
"NLD","GDP","TOT","MLN_USD","A","1981",165423.327,"E"
"NLD","GDP","TOT","MLN_USD","A","1982",173464.239,"E"
"NLD","GDP","TOT","MLN_USD","A","1983",183989.711,"E"
"NLD","GDP","TOT","MLN_USD","A","1984",196463.943,"E"
"NLD","GDP","TOT","MLN_USD","A","1985",207906.443,"E"
"NLD","GDP","TOT","MLN_USD","A","1986",218004.455,"E"
"NLD","GDP","TOT","MLN_USD","A","1987",227708.906,"E"
"NLD","GDP","TOT","MLN_USD","A","1988",243853.563,"E"
"NLD","GDP","TOT","MLN_USD","A","1989",264614.964,"E"
"NLD","GDP","TOT","MLN_USD","A","1990",286003.926,"E"
"NLD","GDP","TOT","MLN_USD","A","1991",302887.525,"E"
"NLD","GDP","TOT","MLN_USD","A","1992",315075.312,"E"
"NLD","GDP","TOT","MLN_USD","A","1993",326596.651,"E"
"NLD","GDP","TOT","MLN_USD","A","1994",343448.035,"E"
"NLD","GDP","TOT","MLN_USD","A","1995",361575.727,
"NLD","GDP","TOT","MLN_USD","A","1996",379802.241,
"NLD","GDP","TOT","MLN_USD","A","1997",406001.498,
"NLD","GDP","TOT","MLN_USD","A","1998",435212.842,
"NLD","GDP","TOT","MLN_USD","A","1999",462796.455,
"NLD","GDP","TOT","MLN_USD","A","2000",507779.885,
"NLD","GDP","TOT","MLN_USD","A","2001",532645.325,
"NLD","GDP","TOT","MLN_USD","A","2002",556285.465,
"NLD","GDP","TOT","MLN_USD","A","2003",553516.941,
"NLD","GDP","TOT","MLN_USD","A","2004",582563.82,
"NLD","GDP","TOT","MLN_USD","A","2005",614044.12,
"NLD","GDP","TOT","MLN_USD","A","2006",669518.848,
"NLD","GDP","TOT","MLN_USD","A","2007",718924.413,
"NLD","GDP","TOT","MLN_USD","A","2008",763407.575,
"NLD","GDP","TOT","MLN_USD","A","2009",737085.619,
"NLD","GDP","TOT","MLN_USD","A","2010",748993.689,
"NLD","GDP","TOT","MLN_USD","A","2011",777880.907,
"NLD","GDP","TOT","MLN_USD","A","2012",792041.828,
"NLD","GDP","TOT","MLN_USD","A","2013",827475.788,
"NLD","GDP","TOT","MLN_USD","A","2014",830318.43,
"NLD","GDP","TOT","MLN_USD","A","2015",851884.697,
"NLD","GDP","TOT","MLN_USD","A","2016",890488.555,
"NLD","GDP","TOT","MLN_USD","A","2017",943739.619,
"NLD","GDP","TOT","MLN_USD","A","2018",997729.784,
"NLD","GDP","TOT","MLN_USD","A","2019",1035058.851,
"NLD","GDP","TOT","MLN_USD","A","2020",1034856.448,"P"
"NZL","GDP","TOT","MLN_USD","A","1970",11056.692,"E"
"NZL","GDP","TOT","MLN_USD","A","1971",12319.564,
"NZL","GDP","TOT","MLN_USD","A","1972",13729.266,
"NZL","GDP","TOT","MLN_USD","A","1973",15083.325,
"NZL","GDP","TOT","MLN_USD","A","1974",17203.204,
"NZL","GDP","TOT","MLN_USD","A","1975",19408.195,
"NZL","GDP","TOT","MLN_USD","A","1976",20369.938,
"NZL","GDP","TOT","MLN_USD","A","1977",20218.99,
"NZL","GDP","TOT","MLN_USD","A","1978",22656.76,
"NZL","GDP","TOT","MLN_USD","A","1979",24033.768,
"NZL","GDP","TOT","MLN_USD","A","1980",26535.021,
"NZL","GDP","TOT","MLN_USD","A","1981",29783.549,
"NZL","GDP","TOT","MLN_USD","A","1982",33214.093,
"NZL","GDP","TOT","MLN_USD","A","1983",36138.794,
"NZL","GDP","TOT","MLN_USD","A","1984",40034.179,
"NZL","GDP","TOT","MLN_USD","A","1985",41335.549,
"NZL","GDP","TOT","MLN_USD","A","1986",43451.73,
"NZL","GDP","TOT","MLN_USD","A","1987",44259.538,
"NZL","GDP","TOT","MLN_USD","A","1988",45948.52,
"NZL","GDP","TOT","MLN_USD","A","1989",48153.231,
"NZL","GDP","TOT","MLN_USD","A","1990",49504.4,
"NZL","GDP","TOT","MLN_USD","A","1991",50917.276,
"NZL","GDP","TOT","MLN_USD","A","1992",52664.59,
"NZL","GDP","TOT","MLN_USD","A","1993",56937.969,
"NZL","GDP","TOT","MLN_USD","A","1994",61699.297,
"NZL","GDP","TOT","MLN_USD","A","1995",65786.092,
"NZL","GDP","TOT","MLN_USD","A","1996",68906.83,
"NZL","GDP","TOT","MLN_USD","A","1997",72362.397,
"NZL","GDP","TOT","MLN_USD","A","1998",73785.519,
"NZL","GDP","TOT","MLN_USD","A","1999",78923.926,
"NZL","GDP","TOT","MLN_USD","A","2000",82996.391,
"NZL","GDP","TOT","MLN_USD","A","2001",87298.681,
"NZL","GDP","TOT","MLN_USD","A","2002",92024.858,
"NZL","GDP","TOT","MLN_USD","A","2003",96497.421,
"NZL","GDP","TOT","MLN_USD","A","2004",102514.645,
"NZL","GDP","TOT","MLN_USD","A","2005",106147.849,
"NZL","GDP","TOT","MLN_USD","A","2006",116100.638,
"NZL","GDP","TOT","MLN_USD","A","2007",123992.448,
"NZL","GDP","TOT","MLN_USD","A","2008",127057.687,
"NZL","GDP","TOT","MLN_USD","A","2009",132091.564,
"NZL","GDP","TOT","MLN_USD","A","2010",135912.366,
"NZL","GDP","TOT","MLN_USD","A","2011",143362.869,
"NZL","GDP","TOT","MLN_USD","A","2012",145417.047,
"NZL","GDP","TOT","MLN_USD","A","2013",160992.629,
"NZL","GDP","TOT","MLN_USD","A","2014",168435.427,
"NZL","GDP","TOT","MLN_USD","A","2015",172758.809,
"NZL","GDP","TOT","MLN_USD","A","2016",188355.645,
"NZL","GDP","TOT","MLN_USD","A","2017",203544.585,
"NZL","GDP","TOT","MLN_USD","A","2018",215287.748,
"NZL","GDP","TOT","MLN_USD","A","2019",223650.279,
"NZL","GDP","TOT","MLN_USD","A","2020",224791.504,"E"
"NOR","GDP","TOT","MLN_USD","A","1970",13010.49,
"NOR","GDP","TOT","MLN_USD","A","1971",14445.431,
"NOR","GDP","TOT","MLN_USD","A","1972",15873.192,
"NOR","GDP","TOT","MLN_USD","A","1973",17501.971,
"NOR","GDP","TOT","MLN_USD","A","1974",19825.309,
"NOR","GDP","TOT","MLN_USD","A","1975",22734.369,
"NOR","GDP","TOT","MLN_USD","A","1976",25382.781,
"NOR","GDP","TOT","MLN_USD","A","1977",28081.638,
"NOR","GDP","TOT","MLN_USD","A","1978",31219.876,
"NOR","GDP","TOT","MLN_USD","A","1979",35288.393,
"NOR","GDP","TOT","MLN_USD","A","1980",40232.301,
"NOR","GDP","TOT","MLN_USD","A","1981",44743.021,
"NOR","GDP","TOT","MLN_USD","A","1982",47619.153,
"NOR","GDP","TOT","MLN_USD","A","1983",51450.203,
"NOR","GDP","TOT","MLN_USD","A","1984",56532.699,
"NOR","GDP","TOT","MLN_USD","A","1985",61559.262,
"NOR","GDP","TOT","MLN_USD","A","1986",65337.495,
"NOR","GDP","TOT","MLN_USD","A","1987",68126.915,
"NOR","GDP","TOT","MLN_USD","A","1988",70349.952,
"NOR","GDP","TOT","MLN_USD","A","1989",73866.98,
"NOR","GDP","TOT","MLN_USD","A","1990",78112.922,
"NOR","GDP","TOT","MLN_USD","A","1991",83245.561,
"NOR","GDP","TOT","MLN_USD","A","1992",88185.988,
"NOR","GDP","TOT","MLN_USD","A","1993",92843.988,
"NOR","GDP","TOT","MLN_USD","A","1994",99620.445,
"NOR","GDP","TOT","MLN_USD","A","1995",105935.839,
"NOR","GDP","TOT","MLN_USD","A","1996",117243.382,
"NOR","GDP","TOT","MLN_USD","A","1997",125981.706,
"NOR","GDP","TOT","MLN_USD","A","1998",124901.924,
"NOR","GDP","TOT","MLN_USD","A","1999",136333.967,
"NOR","GDP","TOT","MLN_USD","A","2000",165952.701,
"NOR","GDP","TOT","MLN_USD","A","2001",170532.425,
"NOR","GDP","TOT","MLN_USD","A","2002",172360.893,
"NOR","GDP","TOT","MLN_USD","A","2003",175993.115,
"NOR","GDP","TOT","MLN_USD","A","2004",195223.614,
"NOR","GDP","TOT","MLN_USD","A","2005",220981.899,
"NOR","GDP","TOT","MLN_USD","A","2006",252086.882,
"NOR","GDP","TOT","MLN_USD","A","2007",263065.787,
"NOR","GDP","TOT","MLN_USD","A","2008",294277.831,
"NOR","GDP","TOT","MLN_USD","A","2009",267535.443,
"NOR","GDP","TOT","MLN_USD","A","2010",283400.011,
"NOR","GDP","TOT","MLN_USD","A","2011",307471.57,
"NOR","GDP","TOT","MLN_USD","A","2012",327987.716,
"NOR","GDP","TOT","MLN_USD","A","2013",340137.933,
"NOR","GDP","TOT","MLN_USD","A","2014",338506.045,
"NOR","GDP","TOT","MLN_USD","A","2015",313230.601,
"NOR","GDP","TOT","MLN_USD","A","2016",308522.085,
"NOR","GDP","TOT","MLN_USD","A","2017",337993.785,
"NOR","GDP","TOT","MLN_USD","A","2018",370296.235,
"NOR","GDP","TOT","MLN_USD","A","2019",365502.326,
"NOR","GDP","TOT","MLN_USD","A","2020",340454.106,
"POL","GDP","TOT","MLN_USD","A","1990",235410.575,"E"
"POL","GDP","TOT","MLN_USD","A","1991",226297.65,"E"
"POL","GDP","TOT","MLN_USD","A","1992",237275.803,"E"
"POL","GDP","TOT","MLN_USD","A","1993",251977.802,"E"
"POL","GDP","TOT","MLN_USD","A","1994",270979.951,"E"
"POL","GDP","TOT","MLN_USD","A","1995",295895.086,
"POL","GDP","TOT","MLN_USD","A","1996",318949.455,
"POL","GDP","TOT","MLN_USD","A","1997",345277.245,
"POL","GDP","TOT","MLN_USD","A","1998",366814.684,
"POL","GDP","TOT","MLN_USD","A","1999",388183.91,
"POL","GDP","TOT","MLN_USD","A","2000",408478.391,
"POL","GDP","TOT","MLN_USD","A","2001",425491.684,
"POL","GDP","TOT","MLN_USD","A","2002",451281.404,
"POL","GDP","TOT","MLN_USD","A","2003",468991.594,
"POL","GDP","TOT","MLN_USD","A","2004",509450.66,
"POL","GDP","TOT","MLN_USD","A","2005",530377.339,
"POL","GDP","TOT","MLN_USD","A","2006",577156.392,
"POL","GDP","TOT","MLN_USD","A","2007",639756.006,
"POL","GDP","TOT","MLN_USD","A","2008",697829.214,
"POL","GDP","TOT","MLN_USD","A","2009",734574.626,
"POL","GDP","TOT","MLN_USD","A","2010",802270.074,
"POL","GDP","TOT","MLN_USD","A","2011",868896.689,
"POL","GDP","TOT","MLN_USD","A","2012",903836.561,
"POL","GDP","TOT","MLN_USD","A","2013",934552.984,
"POL","GDP","TOT","MLN_USD","A","2014",968368.101,
"POL","GDP","TOT","MLN_USD","A","2015",1020392.781,
"POL","GDP","TOT","MLN_USD","A","2016",1075392.661,
"POL","GDP","TOT","MLN_USD","A","2017",1141694.015,
"POL","GDP","TOT","MLN_USD","A","2018",1214376.603,
"POL","GDP","TOT","MLN_USD","A","2019",1299683.796,
"POL","GDP","TOT","MLN_USD","A","2020",1305744.093,
"PRT","GDP","TOT","MLN_USD","A","1970",18252.643,"E"
"PRT","GDP","TOT","MLN_USD","A","1971",20449.706,"E"
"PRT","GDP","TOT","MLN_USD","A","1972",23043.75,"E"
"PRT","GDP","TOT","MLN_USD","A","1973",27029.009,"E"
"PRT","GDP","TOT","MLN_USD","A","1974",29797.965,"E"
"PRT","GDP","TOT","MLN_USD","A","1975",31142.534,"E"
"PRT","GDP","TOT","MLN_USD","A","1976",35123.603,"E"
"PRT","GDP","TOT","MLN_USD","A","1977",39396.061,"E"
"PRT","GDP","TOT","MLN_USD","A","1978",43354.522,"E"
"PRT","GDP","TOT","MLN_USD","A","1979",49599.039,"E"
"PRT","GDP","TOT","MLN_USD","A","1980",56561.219,"E"
"PRT","GDP","TOT","MLN_USD","A","1981",62914.965,"E"
"PRT","GDP","TOT","MLN_USD","A","1982",68228.464,"E"
"PRT","GDP","TOT","MLN_USD","A","1983",70778.074,"E"
"PRT","GDP","TOT","MLN_USD","A","1984",71952.93,"E"
"PRT","GDP","TOT","MLN_USD","A","1985",76312.321,"E"
"PRT","GDP","TOT","MLN_USD","A","1986",81072.871,"E"
"PRT","GDP","TOT","MLN_USD","A","1987",88378.889,"E"
"PRT","GDP","TOT","MLN_USD","A","1988",98348.662,"E"
"PRT","GDP","TOT","MLN_USD","A","1989",108786.871,"E"
"PRT","GDP","TOT","MLN_USD","A","1990",117317.653,"E"
"PRT","GDP","TOT","MLN_USD","A","1991",126583.032,"E"
"PRT","GDP","TOT","MLN_USD","A","1992",130878.263,"E"
"PRT","GDP","TOT","MLN_USD","A","1993",131241.573,"E"
"PRT","GDP","TOT","MLN_USD","A","1994",135337.384,"E"
"PRT","GDP","TOT","MLN_USD","A","1995",144092.92,
"PRT","GDP","TOT","MLN_USD","A","1996",149801.613,
"PRT","GDP","TOT","MLN_USD","A","1997",159552.032,
"PRT","GDP","TOT","MLN_USD","A","1998",169536.921,
"PRT","GDP","TOT","MLN_USD","A","1999",181041.019,
"PRT","GDP","TOT","MLN_USD","A","2000",194323.464,
"PRT","GDP","TOT","MLN_USD","A","2001",202418.632,
"PRT","GDP","TOT","MLN_USD","A","2002",212108.896,
"PRT","GDP","TOT","MLN_USD","A","2003",217853.063,
"PRT","GDP","TOT","MLN_USD","A","2004",224984.02,
"PRT","GDP","TOT","MLN_USD","A","2005",238691.186,
"PRT","GDP","TOT","MLN_USD","A","2006",259371.294,
"PRT","GDP","TOT","MLN_USD","A","2007",270973.95,
"PRT","GDP","TOT","MLN_USD","A","2008",281542.549,
"PRT","GDP","TOT","MLN_USD","A","2009",279829.997,
"PRT","GDP","TOT","MLN_USD","A","2010",288463.417,
"PRT","GDP","TOT","MLN_USD","A","2011",282620.91,
"PRT","GDP","TOT","MLN_USD","A","2012",277991.759,
"PRT","GDP","TOT","MLN_USD","A","2013",292135.199,
"PRT","GDP","TOT","MLN_USD","A","2014",298951.673,
"PRT","GDP","TOT","MLN_USD","A","2015",307230.008,
"PRT","GDP","TOT","MLN_USD","A","2016",326364.379,
"PRT","GDP","TOT","MLN_USD","A","2017",340370.325,
"PRT","GDP","TOT","MLN_USD","A","2018",359232.261,
"PRT","GDP","TOT","MLN_USD","A","2019",380027.764,
"PRT","GDP","TOT","MLN_USD","A","2020",351324.052,"P"
"SVK","GDP","TOT","MLN_USD","A","1992",38047.186,"E"
"SVK","GDP","TOT","MLN_USD","A","1993",39689.171,"E"
"SVK","GDP","TOT","MLN_USD","A","1994",43052.201,"E"
"SVK","GDP","TOT","MLN_USD","A","1995",46523.438,
"SVK","GDP","TOT","MLN_USD","A","1996",50425.483,
"SVK","GDP","TOT","MLN_USD","A","1997",54277.662,
"SVK","GDP","TOT","MLN_USD","A","1998",57261.217,
"SVK","GDP","TOT","MLN_USD","A","1999",57813.884,
"SVK","GDP","TOT","MLN_USD","A","2000",61331.765,
"SVK","GDP","TOT","MLN_USD","A","2001",66651.349,
"SVK","GDP","TOT","MLN_USD","A","2002",71578.565,
"SVK","GDP","TOT","MLN_USD","A","2003",76121.872,
"SVK","GDP","TOT","MLN_USD","A","2004",81732.325,
"SVK","GDP","TOT","MLN_USD","A","2005",89400.317,
"SVK","GDP","TOT","MLN_USD","A","2006",101490.226,
"SVK","GDP","TOT","MLN_USD","A","2007",113923.832,
"SVK","GDP","TOT","MLN_USD","A","2008",127626.827,
"SVK","GDP","TOT","MLN_USD","A","2009",124412.901,
"SVK","GDP","TOT","MLN_USD","A","2010",136519.436,
"SVK","GDP","TOT","MLN_USD","A","2011",141145.624,
"SVK","GDP","TOT","MLN_USD","A","2012",145400.903,
"SVK","GDP","TOT","MLN_USD","A","2013",151117.28,
"SVK","GDP","TOT","MLN_USD","A","2014",156759.089,
"SVK","GDP","TOT","MLN_USD","A","2015",162523.467,
"SVK","GDP","TOT","MLN_USD","A","2016",160999.993,
"SVK","GDP","TOT","MLN_USD","A","2017",163511.624,
"SVK","GDP","TOT","MLN_USD","A","2018",171741.587,
"SVK","GDP","TOT","MLN_USD","A","2019",177850.641,
"SVK","GDP","TOT","MLN_USD","A","2020",174761.762,
"ESP","GDP","TOT","MLN_USD","A","1970",94752.712,"E"
"ESP","GDP","TOT","MLN_USD","A","1971",104184.703,"E"
"ESP","GDP","TOT","MLN_USD","A","1972",117546.194,"E"
"ESP","GDP","TOT","MLN_USD","A","1973",133644.3,"E"
"ESP","GDP","TOT","MLN_USD","A","1974",153855.465,"E"
"ESP","GDP","TOT","MLN_USD","A","1975",169017.979,"E"
"ESP","GDP","TOT","MLN_USD","A","1976",184211.01,"E"
"ESP","GDP","TOT","MLN_USD","A","1977",201210.567,"E"
"ESP","GDP","TOT","MLN_USD","A","1978",218514.156,"E"
"ESP","GDP","TOT","MLN_USD","A","1979",236741.698,"E"
"ESP","GDP","TOT","MLN_USD","A","1980",263827.978,"E"
"ESP","GDP","TOT","MLN_USD","A","1981",288409.305,"E"
"ESP","GDP","TOT","MLN_USD","A","1982",310044.88,"E"
"ESP","GDP","TOT","MLN_USD","A","1983",327891.743,"E"
"ESP","GDP","TOT","MLN_USD","A","1984",345784.114,"E"
"ESP","GDP","TOT","MLN_USD","A","1985",365000.365,"E"
"ESP","GDP","TOT","MLN_USD","A","1986",384464.872,"E"
"ESP","GDP","TOT","MLN_USD","A","1987",415824.779,"E"
"ESP","GDP","TOT","MLN_USD","A","1988",452423.433,"E"
"ESP","GDP","TOT","MLN_USD","A","1989",492854.724,"E"
"ESP","GDP","TOT","MLN_USD","A","1990",530638.339,"E"
"ESP","GDP","TOT","MLN_USD","A","1991",562550.16,"E"
"ESP","GDP","TOT","MLN_USD","A","1992",580716.596,"E"
"ESP","GDP","TOT","MLN_USD","A","1993",588343.436,"E"
"ESP","GDP","TOT","MLN_USD","A","1994",615227.576,"E"
"ESP","GDP","TOT","MLN_USD","A","1995",645448.443,
"ESP","GDP","TOT","MLN_USD","A","1996",675655.944,
"ESP","GDP","TOT","MLN_USD","A","1997",717288.304,
"ESP","GDP","TOT","MLN_USD","A","1998",768101.86,
"ESP","GDP","TOT","MLN_USD","A","1999",805891.27,
"ESP","GDP","TOT","MLN_USD","A","2000",876008.108,
"ESP","GDP","TOT","MLN_USD","A","2001",937888.674,
"ESP","GDP","TOT","MLN_USD","A","2002",1009753.34,
"ESP","GDP","TOT","MLN_USD","A","2003",1055547.963,
"ESP","GDP","TOT","MLN_USD","A","2004",1121204.316,
"ESP","GDP","TOT","MLN_USD","A","2005",1205129.038,
"ESP","GDP","TOT","MLN_USD","A","2006",1362071.029,
"ESP","GDP","TOT","MLN_USD","A","2007",1466711.066,
"ESP","GDP","TOT","MLN_USD","A","2008",1528583.756,
"ESP","GDP","TOT","MLN_USD","A","2009",1488992.726,
"ESP","GDP","TOT","MLN_USD","A","2010",1476808.758,
"ESP","GDP","TOT","MLN_USD","A","2011",1489594.952,
"ESP","GDP","TOT","MLN_USD","A","2012",1483646.902,
"ESP","GDP","TOT","MLN_USD","A","2013",1512074.431,
"ESP","GDP","TOT","MLN_USD","A","2014",1558306.999,
"ESP","GDP","TOT","MLN_USD","A","2015",1621069.826,
"ESP","GDP","TOT","MLN_USD","A","2016",1733213.64,
"ESP","GDP","TOT","MLN_USD","A","2017",1841779.72,
"ESP","GDP","TOT","MLN_USD","A","2018",1904060.525,
"ESP","GDP","TOT","MLN_USD","A","2019",1987720.589,"P"
"ESP","GDP","TOT","MLN_USD","A","2020",1815609.012,"P"
"SWE","GDP","TOT","MLN_USD","A","1970",39360.51,"E"
"SWE","GDP","TOT","MLN_USD","A","1971",41746.42,"E"
"SWE","GDP","TOT","MLN_USD","A","1972",44547.788,"E"
"SWE","GDP","TOT","MLN_USD","A","1973",48853.469,"E"
"SWE","GDP","TOT","MLN_USD","A","1974",54952.665,"E"
"SWE","GDP","TOT","MLN_USD","A","1975",61575.534,"E"
"SWE","GDP","TOT","MLN_USD","A","1976",65651.664,"E"
"SWE","GDP","TOT","MLN_USD","A","1977",68617.751,"E"
"SWE","GDP","TOT","MLN_USD","A","1978",74730.62,"E"
"SWE","GDP","TOT","MLN_USD","A","1979",84038.459,"E"
"SWE","GDP","TOT","MLN_USD","A","1980",93187.363,"E"
"SWE","GDP","TOT","MLN_USD","A","1981",102468.869,"E"
"SWE","GDP","TOT","MLN_USD","A","1982",110158.165,"E"
"SWE","GDP","TOT","MLN_USD","A","1983",116648.523,"E"
"SWE","GDP","TOT","MLN_USD","A","1984",125968.558,"E"
"SWE","GDP","TOT","MLN_USD","A","1985",132759.698,"E"
"SWE","GDP","TOT","MLN_USD","A","1986",139078.289,"E"
"SWE","GDP","TOT","MLN_USD","A","1987",147296.786,"E"
"SWE","GDP","TOT","MLN_USD","A","1988",156394.93,"E"
"SWE","GDP","TOT","MLN_USD","A","1989",166840.899,"E"
"SWE","GDP","TOT","MLN_USD","A","1990",174392.55,"E"
"SWE","GDP","TOT","MLN_USD","A","1991",178224,"E"
"SWE","GDP","TOT","MLN_USD","A","1992",180173.615,"E"
"SWE","GDP","TOT","MLN_USD","A","1993",180632.562,
"SWE","GDP","TOT","MLN_USD","A","1994",191740.146,
"SWE","GDP","TOT","MLN_USD","A","1995",203464.169,
"SWE","GDP","TOT","MLN_USD","A","1996",211081.101,
"SWE","GDP","TOT","MLN_USD","A","1997",219357.41,
"SWE","GDP","TOT","MLN_USD","A","1998",229123.304,
"SWE","GDP","TOT","MLN_USD","A","1999",243339.592,
"SWE","GDP","TOT","MLN_USD","A","2000",262890.9,
"SWE","GDP","TOT","MLN_USD","A","2001",266349.889,
